Sample,time,power,scale
64X 2,1.6283,369000.553,1.6
64X 2,1.6603,609606.1059,2.85
64X 2,1.7003,9132687.7076,2.25
64X 2,1.7563,3805710.8682,2.95
64X 2,1.8003,3060606.7432,1.7
64X 2,1.8283,9455699.7664,2.75
64X 2,1.8603,504292.9195,2.05
64X 2,1.9003,2886197.894,2.7
64X 2,1.9403,2771868.3645,1.65
64X 2,1.9843,147368.229,1.55
64X 2,2.0283,6375534.3821,2.05
64X 2,2.0843,5262458.4023,1.8
64X 2,2.1243,5425180.5738,1.6
64X 2,2.1483,11295492.4423,3
64X 2,2.2323,2625205.1342,2.3
64X 2,2.2643,230569.119,1.6
64X 2,2.3083,2389599.8744,1.6
64X 2,2.3923,5412854.6186,2.8
64X 2,2.4283,297147.8599,1.55
64X 2,2.4723,5157477.2323,2.95
64X 2,2.5123,1334963.9642,1.55
64X 2,2.5483,12263936.2241,1.55
64X 2,2.6123,1343346.6167,2.3
64X 2,2.6723,8097943.1,3
64X 2,2.7323,1588117.5966,1.6
64X 2,2.7843,5833049.2988,1.6
64X 2,2.8403,5055949.9945,2.95
64X 2,2.9003,6557863.6965,3
64X 2,2.9403,4753815.5771,2.25
64X 2,2.9723,470653.8499,1.8
64X 3,0.6403,272549.8936,2.8
64X 3,0.6883,150386.444,2
64X 3,0.8003,258711.1886,1.5
64X 3,0.8443,5464.6967,2.25
64X 3,0.8803,571877.2202,2.85
64X 3,0.9243,331949.709,1.6
64X 3,0.9883,813539.5317,2.05
64X 3,1.0403,488121.0994,1.85
64X 3,1.1123,4993947.9546,1.75
64X 3,1.2683,424176.8057,1.6
64X 3,1.3083,2880523.4052,1.55
64X 3,1.3483,363934.0326,1.7
64X 3,1.3763,4705053.5573,2.15
64X 3,1.4083,3498144.2563,1.65
64X 3,1.4443,967525.6025,2.8
64X 3,1.4923,191373.3668,1.65
64X 3,1.5243,2412669.4937,2.15
64X 3,1.5563,123410.6019,2.75
64X 3,1.6243,3590625.4661,3
64X 3,1.6683,403760.3683,1.95
64X 3,1.7043,6967841.6874,3
64X 3,1.7483,1553187.9253,1.6
64X 3,1.7843,12261002.5247,2.4
64X 3,1.8203,3137751.4085,1.85
64X 3,1.8843,7522318.3908,3
64X 3,1.9403,4672126.3394,3
64X 3,1.9843,1212017.1766,2.1
64X 3,2.0203,3481099.0349,2.95
64X 3,2.0803,2468796.6502,2.9
64X 3,2.1363,9639855.4564,3
64X 3,2.1763,3295980.5833,1.95
64X 3,2.2363,1224935.3473,2.95
64X 3,2.2843,10513326.4893,1.7
64X 3,2.3443,6539583.3133,1.85
64X 3,2.3843,3458221.5098,2.85
64X 3,2.4243,843068.944,1.5
64X 3,2.4603,6271118.6847,1.5
64X 3,2.5203,9081715.1358,1.55
64X 3,2.5603,1235855.1952,1.65
64X 3,2.6083,3589994.3118,2.25
64X 3,2.6723,8543592.8655,3
64X 3,2.7403,4164678.8208,2.95
64X 3,2.7963,1594136.0302,1.6
64X 3,2.8323,24969122.5535,1.65
64X 3,2.8843,2090060.2588,3
64X 3,2.9643,9062194.2261,1.5
